序号,名称,设备分类,信号角色,最后修改版本,修改类型,S7地址,S7字,数据类型,Modbus寄存器,Modbus位,描述,单位,系数,读写类型,分组,报警等级,权限等级,网关设备地址,从站地址,控制风险,点位编码建议
1684,,其他,other,V3.0,,3952,3952,real,41977,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41977
1685,,其他,other,V3.0,,3956,3956,real,41979,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41979
1686,HT1实时值,其他,other,V4.6,新增,3960,3960,real,41981,,,cm,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41981
1687,HT2实时值,其他,other,V4.6,新增,3964,3964,real,41983,,,cm,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41983
1688,HT3实时值,其他,other,V4.6,新增,3968,3968,real,41985,,,cm,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41985
1689,HT4实时值,其他,other,V4.6,新增,3972,3972,real,41987,,,cm,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41987
1690,,其他,other,V3.0,,3976,3976,real,41989,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41989
1691,,其他,other,V3.0,,3980,3980,real,41991,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41991
1692,,其他,other,V3.0,,3984,3984,real,41993,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41993
1693,,其他,other,V3.0,,3988,3988,real,41995,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41995
1694,,其他,other,V3.0,,3992,3992,real,41997,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41997
1695,,其他,other,V3.0,,3996,3996,real,41999,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41999
1696,CHP1频率反馈,冷冻水泵,frequency_feedback,V3.0,,4000,4000,Int,42001,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42001
1697,CHP2频率反馈,冷冻水泵,frequency_feedback,V3.0,,4002,4002,Int,42002,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42002
1698,CHP3频率反馈,冷冻水泵,frequency_feedback,V3.0,,4004,4004,Int,42003,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42003
1699,CHP4频率反馈,冷冻水泵,frequency_feedback,V3.0,,4006,4006,Int,42004,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42004
1700,CHP5频率反馈,冷冻水泵,frequency_feedback,V3.0,,4008,4008,Int,42005,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42005
1701,CHP6频率反馈,冷冻水泵,frequency_feedback,V3.0,,4010,4010,Int,42006,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42006
1702,CWP1频率反馈,冷却水泵,frequency_feedback,V3.0,,4012,4012,Int,42007,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42007
1703,CWP2频率反馈,冷却水泵,frequency_feedback,V3.0,,4014,4014,Int,42008,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42008
1704,CWP3频率反馈,冷却水泵,frequency_feedback,V3.0,,4016,4016,Int,42009,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42009
1705,CWP4频率反馈,冷却水泵,frequency_feedback,V3.0,,4018,4018,Int,42010,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42010
1706,CWP5频率反馈,冷却水泵,frequency_feedback,V3.0,,4020,4020,Int,42011,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42011
1707,CWP6频率反馈,冷却水泵,frequency_feedback,V3.0,,4022,4022,Int,42012,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42012
1708,CTF11频率反馈,冷却塔风机,frequency_feedback,V3.0,,4024,4024,Int,42013,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42013
1709,CTF12频率反馈,冷却塔风机,frequency_feedback,V3.0,,4026,4026,Int,42014,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42014
1710,CTF13频率反馈,冷却塔风机,frequency_feedback,V3.0,,4028,4028,Int,42015,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42015
1711,CTF14频率反馈,冷却塔风机,frequency_feedback,V3.0,,4030,4030,Int,42016,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42016
1712,CTF15频率反馈,冷却塔风机,frequency_feedback,V3.0,,4032,4032,Int,42017,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42017
1713,CTF16频率反馈,冷却塔风机,frequency_feedback,V3.0,,4034,4034,Int,42018,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42018
1714,CTF21频率反馈,冷却塔风机,frequency_feedback,V3.0,,4036,4036,Int,42019,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42019
1715,CTF22频率反馈,冷却塔风机,frequency_feedback,V3.0,,4038,4038,Int,42020,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42020
1716,CTF23频率反馈,冷却塔风机,frequency_feedback,V3.0,,4040,4040,Int,42021,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42021
1717,CTF24频率反馈,冷却塔风机,frequency_feedback,V3.0,,4042,4042,Int,42022,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42022
1718,CTF25频率反馈,冷却塔风机,frequency_feedback,V3.0,,4044,4044,Int,42023,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42023
1719,CTF26频率反馈,冷却塔风机,frequency_feedback,V3.0,,4046,4046,Int,42024,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42024
1720,CTF31频率反馈,冷却塔风机,frequency_feedback,V3.0,,4048,4048,Int,42025,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42025
1721,CTF32频率反馈,冷却塔风机,frequency_feedback,V3.0,,4050,4050,Int,42026,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42026
1722,CTF33频率反馈,冷却塔风机,frequency_feedback,V3.0,,4052,4052,Int,42027,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42027
1723,CTF34频率反馈,冷却塔风机,frequency_feedback,V3.0,,4054,4054,Int,42028,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42028
1724,CTF35频率反馈,冷却塔风机,frequency_feedback,V3.0,,4056,4056,Int,42029,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42029
1725,CTF36频率反馈,冷却塔风机,frequency_feedback,V3.0,,4058,4058,Int,42030,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42030
1726,CTF41频率反馈,冷却塔风机,frequency_feedback,V3.0,,4060,4060,Int,42031,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42031
1727,CTF42频率反馈,冷却塔风机,frequency_feedback,V3.0,,4062,4062,Int,42032,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42032
1728,CTF43频率反馈,冷却塔风机,frequency_feedback,V3.0,,4064,4064,Int,42033,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42033
1729,CTF44频率反馈,冷却塔风机,frequency_feedback,V3.0,,4066,4066,Int,42034,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42034
1730,CTF45频率反馈,冷却塔风机,frequency_feedback,V3.0,,4068,4068,Int,42035,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42035
1731,CTF46频率反馈,冷却塔风机,frequency_feedback,V3.0,,4070,4070,Int,42036,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42036
1732,CTF51频率反馈,冷却塔风机,frequency_feedback,V3.0,,4072,4072,Int,42037,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42037
1733,CTF52频率反馈,冷却塔风机,frequency_feedback,V3.0,,4074,4074,Int,42038,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42038
1734,CTF53频率反馈,冷却塔风机,frequency_feedback,V3.0,,4076,4076,Int,42039,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42039
1735,CTF54频率反馈,冷却塔风机,frequency_feedback,V3.0,,4078,4078,Int,42040,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42040
1736,CTF55频率反馈,冷却塔风机,frequency_feedback,V3.0,,4080,4080,Int,42041,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42041
1737,CTF56频率反馈,冷却塔风机,frequency_feedback,V3.0,,4082,4082,Int,42042,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42042
1738,CTF61频率反馈,冷却塔风机,frequency_feedback,V3.0,,4084,4084,Int,42043,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42043
1739,CTF62频率反馈,冷却塔风机,frequency_feedback,V3.0,,4086,4086,Int,42044,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42044
1740,CTF63频率反馈,冷却塔风机,frequency_feedback,V3.0,,4088,4088,Int,42045,,,Hz,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42045
1741,RHT室外温度,传感器/计量,temperature,V1.4,修改,4090,4090,Int,42046,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42046
1742,RHH室外湿度,其他,other,V1.4,修改,4092,4092,Int,42047,,0.001,%,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42047
1743,SY湿球温度,传感器/计量,temperature,V1.4,修改,4094,4094,Int,42048,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42048
1744,P101冷冻水一分支回水压力,传感器/计量,temperature,V3.0,,4096,4096,Int,42049,,冷冻水一分支回水压力,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42049
1745,P102冷冻水二分支回水压力,传感器/计量,temperature,V3.0,,4098,4098,Int,42050,,冷冻水二分支回水压力,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42050
1746,P103冷冻水三分支回水压力,传感器/计量,temperature,V3.0,,4100,4100,Int,42051,,冷冻水三分支回水压力,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42051
1747,P104冷冻总管回水压力,传感器/计量,temperature,V3.0,,4102,4102,Int,42052,,冷冻水回水总管压力,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42052
1748,P105冷冻总管供水压力,传感器/计量,temperature,V3.0,,4104,4104,Int,42053,,冷冻水供水总管压力,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42053
1749,T101冷冻总管回水温度,传感器/计量,temperature,V3.0,,4106,4106,Int,42054,,冷冻水回水总管温度,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42054
1750,T102冷冻总管供水温度,传感器/计量,temperature,V3.0,,4108,4108,Int,42055,,冷冻水供水总管温度,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42055
1751,P201-1至5#冷却塔冷却水出水总管压力,冷却塔风机,temperature,V3.0,,4110,4110,Int,42056,,1至5#冷却塔冷却水出水总管压力,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42056
1752,P202-1至5#冷却塔冷却水回水总管压力,冷却塔风机,temperature,V3.0,,4112,4112,Int,42057,,1至5#冷却塔冷却水回水总管压力,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42057
1753,P203-6#冷却塔冷却水出水总管压力,冷却塔风机,temperature,V3.0,,4114,4114,Int,42058,,6#冷却塔冷却水出水总管压力,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42058
1754,P204-6#冷却塔冷却水回水总管压力,冷却塔风机,temperature,V3.0,,4116,4116,Int,42059,,6#冷却塔冷却水回水总管压力,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42059
1755,,其他,other,V3.8,删除,4118,4118,Int,42060,,,%,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42060
1756,,其他,other,V3.0,,4120,4120,Int,42061,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42061
1757,,其他,other,V3.0,,4122,4122,Int,42062,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42062
1758,,其他,other,V3.0,,4124,4124,Int,42063,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42063
1759,,其他,other,V3.0,,4126,4126,Int,42064,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42064
1760,,其他,other,V3.0,,4128,4128,Int,42065,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42065
1761,,其他,other,V3.0,,4130,4130,Int,42066,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42066
1762,,报警保护,manual_stop,V3.0,,4132,4132,Int,42067,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42067
1763,,报警保护,manual_stop,V3.0,,4134,4134,Int,42068,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42068
1764,,报警保护,manual_stop,V3.0,,4136,4136,Int,42069,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42069
1765,,报警保护,manual_stop,V3.0,,4138,4138,Int,42070,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42070
1766,,报警保护,manual_stop,V3.0,,4140,4140,Int,42071,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42071
1767,,报警保护,manual_stop,V3.0,,4142,4142,Int,42072,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42072
1768,,报警保护,manual_stop,V3.0,,4144,4144,Int,42073,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42073
1769,,报警保护,manual_stop,V3.0,,4146,4146,Int,42074,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42074
1770,,报警保护,manual_stop,V3.0,,4148,4148,Int,42075,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42075
1771,,报警保护,manual_stop,V3.0,,4150,4150,Int,42076,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42076
1772,,报警保护,manual_stop,V3.0,,4152,4152,Int,42077,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42077
1773,,报警保护,manual_stop,V3.0,,4154,4154,Int,42078,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42078
1774,,报警保护,manual_stop,V3.0,,4156,4156,Int,42079,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42079
1775,,报警保护,manual_stop,V3.0,,4158,4158,Int,42080,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42080
1776,,报警保护,manual_stop,V3.0,,4160,4160,Int,42081,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42081
1777,,报警保护,manual_stop,V3.0,,4162,4162,Int,42082,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42082
1778,,报警保护,manual_stop,V3.0,,4164,4164,Int,42083,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42083
1779,,报警保护,manual_stop,V3.0,,4166,4166,Int,42084,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42084
1780,,报警保护,manual_stop,V3.0,,4168,4168,Int,42085,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42085
1781,,报警保护,manual_stop,V3.0,,4170,4170,Int,42086,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42086
1782,,报警保护,manual_stop,V3.0,,4172,4172,Int,42087,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42087
1783,,报警保护,manual_stop,V3.0,,4174,4174,Int,42088,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42088
1784,,报警保护,manual_stop,V3.0,,4176,4176,Int,42089,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42089
1785,,报警保护,manual_stop,V3.0,,4178,4178,Int,42090,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42090
1786,,报警保护,manual_stop,V3.0,,4180,4180,Int,42091,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42091
1787,,报警保护,manual_stop,V3.0,,4182,4182,Int,42092,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42092
1788,,报警保护,manual_stop,V3.0,,4184,4184,Int,42093,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42093
1789,,报警保护,manual_stop,V3.0,,4186,4186,Int,42094,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42094
1790,,报警保护,manual_stop,V3.0,,4188,4188,Int,42095,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42095
1791,,报警保护,manual_stop,V3.0,,4190,4190,Int,42096,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42096
1792,,报警保护,manual_stop,V3.0,,4192,4192,Int,42097,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42097
1793,,报警保护,manual_stop,V3.0,,4194,4194,Int,42098,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42098
1794,,报警保护,manual_stop,V3.0,,4196,4196,Int,42099,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42099
1795,,报警保护,manual_stop,V3.0,,4198,4198,Int,42100,,0：硬件报警；1：运行无反馈报警；2：停止无反馈报警,,,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42100
